Date,Open,High,Low,Close,Adj. Close,Change,Volume,MA_20,MACD,MACD_Signal,RSI,EMA_20,OBV,One_Day_Reversal,Max_Return_20D,Momentum_5D,Momentum_20D,Mean_Reversal_60D,F_Cash Flow/Assets,F_Book/Price,F_Earnings/Price,F_Forecast Earnings/Price,F_Sales/Assets,F_Debt/Assets,F_Debt/Equity,F_Dividend Yield,F_Return on Assets,F_Return on Equity,Short_Term_Reversal_1month,Medium_Term_Momentum_2month_to_12month,Long_Term_Reversal_13month_to_60month
1985-07-02,0.52083,0.53125,0.52083,0.52083,0.4426,0.0417,2380800,,0.0,0.0,,0.4426,0.0,,,,,,,,,,,,,,,,,,
1985-07-03,0.52083,0.53125,0.52083,0.52083,0.4426,,1317600,,0.0,0.0,,0.4426,0.0,0.0,,,,,,,,,,,,,,,,,
1985-07-05,0.53125,0.54167,0.53125,0.53125,0.45146,0.02,1128000,,0.0007067806267806,0.0001413561253561,,0.4434438095238095,1128000.0,0.0200180750112968,,,,,,,,,,,,,,,,,
1985-07-08,0.52083,0.52083,0.51042,0.51042,0.43375,-0.0392,1692000,,-0.0001602918807477,8.102652413535695e-05,,0.4425205895691609,-564000.0,-0.0392282815753332,,,,,,,,,,,,,,,,,
1985-07-09,0.51042,0.51042,0.5,0.5,0.4249,-0.0204,976800,,-0.001543778410797,-0.0002439344628511,,0.4408424381816218,-1540800.0,-0.0204034582132565,,,,,,,,,,,,,,,,,
1985-07-10,0.51042,0.52083,0.51042,0.51042,0.43375,0.0208,837600,,-0.0019041307815103,-0.0005759737265829,,0.4401669678786102,-703200.0,0.020828430218875,,-0.0199954812471757,,,,,,,,,,,,,,,
1985-07-11,0.52083,0.53125,0.52083,0.52083,0.4426,0.0204,1188000,,-0.0014587757354137,-0.0007525341283491,,0.4403986852235044,484800.0,0.0204034582132563,,0.0,,,,,,,,,,,,,,,
1985-07-12,0.52083,0.53125,0.52083,0.52083,0.4426,,556800,,-0.0010932266168433,-0.0008206726260479,,0.4406083342498373,484800.0,0.0,,-0.0196252159659769,,,,,,,,,,,,,,,
1985-07-15,0.52083,0.54167,0.52083,0.52083,0.4426,,372000,,-0.0007943693117885,-0.000815411963196,,0.4407980167022338,484800.0,0.0,,0.0204034582132563,,,,,,,,,,,,,,,
1985-07-16,0.5625,0.57292,0.5625,0.5625,0.47801,0.08,2049600,,0.0022735601358958,-0.0001976175433777,,0.4443420151115448,2534400.0,0.0800045187528242,,0.12499411626265,,,,,,,,,,,,,,,
1985-07-17,0.58333,0.59375,0.58333,0.58333,0.49572,0.037,1159200,,0.006064062579114,0.0010547184811206,,0.449235156529493,3693600.0,0.0370494341122571,,0.1428703170028817,,,,,,,,,,,,,,,
1985-07-18,0.57292,0.57292,0.5625,0.5625,0.47801,-0.0356999999999999,835200,,0.0075519597915601,0.0023541667432085,,0.4519756178123984,2858400.0,-0.0357258129589284,,0.0800045187528242,,,,,,,,,,,,,,,
1985-07-19,0.5625,0.57292,0.5625,0.5625,0.47801,,597600,,0.0086316290059659,0.00360965919576,,0.4544550827826462,2858400.0,0.0,,0.0800045187528242,,,,,,,,,,,,,,,
1985-07-22,0.5625,0.57292,0.5625,0.5625,0.47801,,1984800,,0.009379157547099,0.0047635588660278,64.28398547801534,0.456698408231918,2858400.0,0.0,,0.0800045187528242,,,,,,,,,,,,,,,
1985-07-23,0.57292,0.58333,0.57292,0.57292,0.48686,0.0185,616800,,0.010563925976225,0.0059236322880672,66.66415662650604,0.4595709407812591,3475200.0,0.0185142570239116,,0.0185142570239116,,,,,,,,,,,,,,,
1985-07-24,0.57292,0.58333,0.57292,0.57292,0.48686,,607200,,0.0113717767286601,0.0070132611761858,66.66415662650604,0.4621698988020916,3475200.0,0.0,,-0.0178729928185265,,,,,,,,,,,,,,,
1985-07-25,0.59375,0.61458,0.59375,0.59375,0.50457,0.0364,1356000,,0.0132878788654265,0.0082681847140339,68.74691140134134,0.4662080036780829,4831200.0,0.0363759602349751,,0.0555636911361685,,,,,,,,,,,,,,,
1985-07-26,0.60417,0.61458,0.60417,0.60417,0.51342,0.0175,398400,,0.0153436525752529,0.0096832782862777,79.99849386248962,0.4707043842801702,5229600.0,0.0175396872584576,,0.0740779481600804,,,,,,,,,,,,,,,
1985-07-29,0.61458,0.625,0.61458,0.61458,0.52227,0.0172,499200,,0.017485427959587,0.0112437082209396,86.66315234580917,0.4756153953011064,5728800.0,0.0172373495383897,,0.092592205183992,,,,,,,,,,,,,,,
1985-07-30,0.61458,0.625,0.60417,0.60417,0.51342,-0.0169,372000,0.469601,0.0182582100645827,0.0126466085896682,79.99849386248962,0.4792158338438582,5356800.0,-0.0169452581997817,,0.0545536704596802,,,,,,,,,,,,,,,
1985-07-31,0.625,0.63542,0.625,0.625,0.53112,0.0345,1070400,0.474027,0.0200675611717495,0.0141307991060845,81.24823496187517,0.4841590877634907,6427200.0,0.0344746990767792,0.0800045187528242,0.090909090909091,0.2000000000000001,,,,,,,,,,,,,,
1985-08-01,0.64583,0.65625,0.64583,0.64583,0.54883,0.0333,2469600,0.4793385,0.0226692173249798,0.0158384827498635,83.33228741763413,0.4903182222622059,8896800.0,0.0333446302153939,0.0800045187528242,0.0877182551479478,0.2400135562584728,,,,,,,,,,,,,,
1985-08-02,0.66167,0.69792,0.66167,0.66167,0.56228,0.0245,2112000,0.4848795,0.0255221477319268,0.0177752157462762,84.62962962962962,0.4971717249039006,11008800.0,0.0245066778419547,0.0800045187528242,0.0951657512368042,0.2454702520710583,,,,,,,,,,,,0.24001355625847287,,
